instant,dteday,season,year,month,hour,holiday,weekday,weather,temperature,feeling_temperature,humidity,wind_speed,casual,registered,total_rent,day_category,humidity_category
6424,2011-09-30,Winter,2011,September,5,No,Friday,Clear,0.52,0.5,83.0,0.194,3,23,26,Weekday,High
6425,2011-09-30,Winter,2011,September,6,No,Friday,Clear,0.52,0.5,83.0,0.2239,0,98,98,Weekday,High
6426,2011-09-30,Winter,2011,September,7,No,Friday,Clear,0.52,0.5,83.0,0.2239,14,283,297,Weekday,High
6427,2011-09-30,Winter,2011,September,8,No,Friday,Clear,0.54,0.5152,77.0,0.1343,31,425,456,Weekday,High
6428,2011-09-30,Winter,2011,September,9,No,Friday,Clear,0.56,0.5303,73.0,0.194,23,214,237,Weekday,High
6429,2011-09-30,Winter,2011,September,10,No,Friday,Clear,0.6,0.6061,64.0,0.0,46,122,168,Weekday,High
6430,2011-09-30,Winter,2011,September,11,No,Friday,Clear,0.64,0.6212,56.99999999999999,0.0896,49,168,217,Weekday,Normal
6431,2011-09-30,Winter,2011,September,12,No,Friday,Mist,0.64,0.6212,56.99999999999999,0.194,59,195,254,Weekday,Normal
6432,2011-09-30,Winter,2011,September,13,No,Friday,Mist,0.66,0.6212,47.0,0.3284,72,194,266,Weekday,Normal
6433,2011-09-30,Winter,2011,September,14,No,Friday,Mist,0.64,0.6212,47.0,0.2985,93,173,266,Weekday,Normal
6434,2011-09-30,Winter,2011,September,15,No,Friday,Clear,0.64,0.6212,50.0,0.2836,52,193,245,Weekday,Normal
6435,2011-09-30,Winter,2011,September,16,No,Friday,Clear,0.62,0.6212,53.0,0.2239,62,298,360,Weekday,Normal
6436,2011-09-30,Winter,2011,September,17,No,Friday,Clear,0.62,0.6212,53.0,0.194,94,497,591,Weekday,Normal
6437,2011-09-30,Winter,2011,September,18,No,Friday,Clear,0.58,0.5455,49.0,0.3582,62,449,511,Weekday,Normal
6438,2011-09-30,Winter,2011,September,19,No,Friday,Clear,0.54,0.5152,52.0,0.2836,42,332,374,Weekday,Normal
6439,2011-09-30,Winter,2011,September,20,No,Friday,Clear,0.54,0.5152,52.0,0.2836,28,202,230,Weekday,Normal
6440,2011-09-30,Winter,2011,September,21,No,Friday,Clear,0.52,0.5,55.00000000000001,0.194,27,179,206,Weekday,Normal
6441,2011-09-30,Winter,2011,September,22,No,Friday,Clear,0.52,0.5,55.00000000000001,0.3284,30,129,159,Weekday,Normal
6442,2011-09-30,Winter,2011,September,23,No,Friday,Clear,0.52,0.5,55.00000000000001,0.3284,23,109,132,Weekday,Normal
6443,2011-10-01,Winter,2011,October,0,No,Saturday,Clear,0.5,0.4848,63.0,0.3881,24,106,130,Weekend,High
6444,2011-10-01,Winter,2011,October,1,No,Saturday,Clear,0.48,0.4697,67.0,0.3284,11,47,58,Weekend,High
6445,2011-10-01,Winter,2011,October,2,No,Saturday,Clear,0.46,0.4545,63.0,0.4179,21,46,67,Weekend,High
6446,2011-10-01,Winter,2011,October,3,No,Saturday,Clear,0.46,0.4545,59.0,0.4179,8,17,25,Weekend,Normal
6447,2011-10-01,Winter,2011,October,4,No,Saturday,Clear,0.44,0.4394,57.99999999999999,0.4179,2,6,8,Weekend,Normal
6448,2011-10-01,Winter,2011,October,5,No,Saturday,Mist,0.44,0.4394,62.0,0.2985,1,4,5,Weekend,High
6449,2011-10-01,Winter,2011,October,6,No,Saturday,Clear,0.42,0.4242,67.0,0.3284,4,15,19,Weekend,High
6450,2011-10-01,Winter,2011,October,7,No,Saturday,Light Rain,0.42,0.4242,67.0,0.2537,6,30,36,Weekend,High
6451,2011-10-01,Winter,2011,October,8,No,Saturday,Mist,0.4,0.4091,76.0,0.3284,9,58,67,Weekend,High
6452,2011-10-01,Winter,2011,October,9,No,Saturday,Light Rain,0.4,0.4091,82.0,0.3582,17,112,129,Weekend,High
6453,2011-10-01,Winter,2011,October,10,No,Saturday,Light Rain,0.4,0.4091,76.0,0.3582,21,100,121,Weekend,High
6454,2011-10-01,Winter,2011,October,11,No,Saturday,Light Rain,0.38,0.3939,82.0,0.3284,30,102,132,Weekend,High
6455,2011-10-01,Winter,2011,October,12,No,Saturday,Mist,0.4,0.4091,82.0,0.2537,28,130,158,Weekend,High
6456,2011-10-01,Winter,2011,October,13,No,Saturday,Mist,0.4,0.4091,82.0,0.3284,27,98,125,Weekend,High
6457,2011-10-01,Winter,2011,October,14,No,Saturday,Mist,0.42,0.4242,71.0,0.3582,33,147,180,Weekend,High
6458,2011-10-01,Winter,2011,October,15,No,Saturday,Mist,0.42,0.4242,71.0,0.2836,41,154,195,Weekend,High
6459,2011-10-01,Winter,2011,October,16,No,Saturday,Mist,0.4,0.4091,76.0,0.2985,58,165,223,Weekend,High
6460,2011-10-01,Winter,2011,October,17,No,Saturday,Light Rain,0.4,0.4091,76.0,0.194,58,170,228,Weekend,High
6461,2011-10-01,Winter,2011,October,18,No,Saturday,Light Rain,0.38,0.3939,87.0,0.2239,23,117,140,Weekend,High
6462,2011-10-01,Winter,2011,October,19,No,Saturday,Mist,0.38,0.3939,82.0,0.194,27,99,126,Weekend,High
6463,2011-10-01,Winter,2011,October,20,No,Saturday,Light Rain,0.36,0.3636,87.0,0.1045,8,58,66,Weekend,High
6464,2011-10-01,Winter,2011,October,21,No,Saturday,Light Rain,0.36,0.3636,87.0,0.1045,3,53,56,Weekend,High
6465,2011-10-01,Winter,2011,October,22,No,Saturday,Mist,0.36,0.3485,93.0,0.2239,12,58,70,Weekend,High
6466,2011-10-01,Winter,2011,October,23,No,Saturday,Light Rain,0.36,0.3485,93.0,0.2239,8,57,65,Weekend,High
6467,2011-10-02,Winter,2011,October,0,No,Sunday,Light Rain,0.36,0.3333,93.0,0.2985,4,43,47,Weekend,High
6468,2011-10-02,Winter,2011,October,1,No,Sunday,Light Rain,0.34,0.3182,87.0,0.2537,1,23,24,Weekend,High
6469,2011-10-02,Winter,2011,October,2,No,Sunday,Light Rain,0.34,0.303,87.0,0.2985,3,27,30,Weekend,High
6470,2011-10-02,Winter,2011,October,3,No,Sunday,Light Rain,0.34,0.3182,87.0,0.2836,4,5,9,Weekend,High
6471,2011-10-02,Winter,2011,October,4,No,Sunday,Mist,0.34,0.3182,87.0,0.2537,4,3,7,Weekend,High
6472,2011-10-02,Winter,2011,October,5,No,Sunday,Clear,0.32,0.303,87.0,0.2836,0,7,7,Weekend,High
6473,2011-10-02,Winter,2011,October,6,No,Sunday,Clear,0.32,0.3182,81.0,0.1642,2,13,15,Weekend,High
6474,2011-10-02,Winter,2011,October,7,No,Sunday,Clear,0.34,0.3333,76.0,0.194,5,24,29,Weekend,High
6475,2011-10-02,Winter,2011,October,8,No,Sunday,Mist,0.34,0.3333,76.0,0.194,14,50,64,Weekend,High
6476,2011-10-02,Winter,2011,October,9,No,Sunday,Clear,0.36,0.3333,76.0,0.3582,19,96,115,Weekend,High
6477,2011-10-02,Winter,2011,October,10,No,Sunday,Mist,0.36,0.3333,71.0,0.2836,60,188,248,Weekend,High
6478,2011-10-02,Winter,2011,October,11,No,Sunday,Mist,0.38,0.3939,66.0,0.2537,74,218,292,Weekend,High
6479,2011-10-02,Winter,2011,October,12,No,Sunday,Mist,0.4,0.4091,62.0,0.194,78,243,321,Weekend,High
6480,2011-10-02,Winter,2011,October,13,No,Sunday,Light Rain,0.4,0.4091,62.0,0.2239,84,224,308,Weekend,High
6481,2011-10-02,Winter,2011,October,14,No,Sunday,Light Rain,0.36,0.3485,81.0,0.1642,61,195,256,Weekend,High
6482,2011-10-02,Winter,2011,October,15,No,Sunday,Light Rain,0.36,0.3333,81.0,0.2537,29,144,173,Weekend,High
6483,2011-10-02,Winter,2011,October,16,No,Sunday,Light Rain,0.36,0.3485,87.0,0.194,44,162,206,Weekend,High
6484,2011-10-02,Winter,2011,October,17,No,Sunday,Light Rain,0.36,0.3485,87.0,0.1642,32,135,167,Weekend,High
6485,2011-10-02,Winter,2011,October,18,No,Sunday,Mist,0.36,0.3485,81.0,0.194,16,158,174,Weekend,High
6486,2011-10-02,Winter,2011,October,19,No,Sunday,Mist,0.38,0.3939,76.0,0.1642,34,128,162,Weekend,High
6487,2011-10-02,Winter,2011,October,20,No,Sunday,Mist,0.36,0.3333,76.0,0.2537,16,71,87,Weekend,High
6488,2011-10-02,Winter,2011,October,21,No,Sunday,Clear,0.36,0.3485,71.0,0.2239,17,71,88,Weekend,High
6489,2011-10-02,Winter,2011,October,22,No,Sunday,Light Rain,0.36,0.3636,81.0,0.0896,9,55,64,Weekend,High
6490,2011-10-02,Winter,2011,October,23,No,Sunday,Clear,0.36,0.3636,81.0,0.0896,6,19,25,Weekend,High
6491,2011-10-03,Winter,2011,October,0,No,Monday,Clear,0.34,0.3485,87.0,0.1045,3,13,16,Weekday,High
6492,2011-10-03,Winter,2011,October,1,No,Monday,Clear,0.36,0.3636,81.0,0.0896,1,5,6,Weekday,High
6493,2011-10-03,Winter,2011,October,2,No,Monday,Clear,0.36,0.3636,76.0,0.1045,0,4,4,Weekday,High
6494,2011-10-03,Winter,2011,October,3,No,Monday,Clear,0.36,0.3788,81.0,0.0,1,6,7,Weekday,High
6495,2011-10-03,Winter,2011,October,4,No,Monday,Clear,0.34,0.3485,87.0,0.1045,2,6,8,Weekday,High
6496,2011-10-03,Winter,2011,October,5,No,Monday,Mist,0.36,0.3636,76.0,0.1045,4,17,21,Weekday,High
6497,2011-10-03,Winter,2011,October,6,No,Monday,Mist,0.36,0.3788,71.0,0.0,3,91,94,Weekday,High
6498,2011-10-03,Winter,2011,October,7,No,Monday,Mist,0.36,0.3485,71.0,0.1343,8,241,249,Weekday,High
6499,2011-10-03,Winter,2011,October,8,No,Monday,Mist,0.36,0.3636,71.0,0.1045,13,359,372,Weekday,High
6500,2011-10-03,Winter,2011,October,9,No,Monday,Mist,0.4,0.4091,66.0,0.0896,12,141,153,Weekday,High
6501,2011-10-03,Winter,2011,October,10,No,Monday,Mist,0.4,0.4091,66.0,0.1045,19,82,101,Weekday,High
6502,2011-10-03,Winter,2011,October,11,No,Monday,Mist,0.4,0.4091,71.0,0.2239,26,100,126,Weekday,High
6503,2011-10-03,Winter,2011,October,12,No,Monday,Mist,0.4,0.4091,71.0,0.1343,29,118,147,Weekday,High
6504,2011-10-03,Winter,2011,October,13,No,Monday,Light Rain,0.42,0.4242,67.0,0.1642,16,102,118,Weekday,High
6505,2011-10-03,Winter,2011,October,14,No,Monday,Light Rain,0.4,0.4091,76.0,0.0,26,94,120,Weekday,High
6506,2011-10-03,Winter,2011,October,15,No,Monday,Light Rain,0.4,0.4091,76.0,0.0,22,79,101,Weekday,High
6507,2011-10-03,Winter,2011,October,16,No,Monday,Mist,0.4,0.4091,76.0,0.1045,16,202,218,Weekday,High
6508,2011-10-03,Winter,2011,October,17,No,Monday,Mist,0.4,0.4091,76.0,0.1642,40,455,495,Weekday,High
6509,2011-10-03,Winter,2011,October,18,No,Monday,Mist,0.4,0.4091,76.0,0.1642,28,384,412,Weekday,High
6510,2011-10-03,Winter,2011,October,19,No,Monday,Clear,0.4,0.4091,76.0,0.0,15,300,315,Weekday,High
6511,2011-10-03,Winter,2011,October,20,No,Monday,Light Rain,0.4,0.4091,82.0,0.0,13,191,204,Weekday,High
6512,2011-10-03,Winter,2011,October,21,No,Monday,Mist,0.4,0.4091,82.0,0.0,10,128,138,Weekday,High
6513,2011-10-03,Winter,2011,October,22,No,Monday,Mist,0.4,0.4091,82.0,0.0,12,79,91,Weekday,High
6514,2011-10-03,Winter,2011,October,23,No,Monday,Mist,0.4,0.4091,82.0,0.1045,11,43,54,Weekday,High
6515,2011-10-04,Winter,2011,October,0,No,Tuesday,Mist,0.4,0.4091,87.0,0.0896,5,22,27,Weekday,High
6516,2011-10-04,Winter,2011,October,1,No,Tuesday,Mist,0.4,0.4091,87.0,0.1045,1,8,9,Weekday,High
6517,2011-10-04,Winter,2011,October,2,No,Tuesday,Mist,0.4,0.4091,87.0,0.0,1,2,3,Weekday,High
6518,2011-10-04,Winter,2011,October,3,No,Tuesday,Clear,0.4,0.4091,82.0,0.1045,3,3,6,Weekday,High
6519,2011-10-04,Winter,2011,October,4,No,Tuesday,Clear,0.4,0.4091,82.0,0.0896,3,4,7,Weekday,High
6520,2011-10-04,Winter,2011,October,5,No,Tuesday,Clear,0.4,0.4091,82.0,0.1343,2,25,27,Weekday,High
6521,2011-10-04,Winter,2011,October,6,No,Tuesday,Clear,0.4,0.4091,82.0,0.1045,3,109,112,Weekday,High
6522,2011-10-04,Winter,2011,October,7,No,Tuesday,Clear,0.42,0.4242,82.0,0.2836,11,298,309,Weekday,High
6523,2011-10-04,Winter,2011,October,8,No,Tuesday,Clear,0.44,0.4394,77.0,0.2239,28,372,400,Weekday,High
6524,2011-10-04,Winter,2011,October,9,No,Tuesday,Clear,0.46,0.4545,67.0,0.2537,19,168,187,Weekday,High
6525,2011-10-04,Winter,2011,October,10,No,Tuesday,Clear,0.48,0.4697,67.0,0.2836,19,107,126,Weekday,High
6526,2011-10-04,Winter,2011,October,11,No,Tuesday,Clear,0.54,0.5152,64.0,0.2836,22,102,124,Weekday,High
6527,2011-10-04,Winter,2011,October,12,No,Tuesday,Clear,0.56,0.5303,56.00000000000001,0.2985,39,160,199,Weekday,Normal
6528,2011-10-04,Winter,2011,October,13,No,Tuesday,Clear,0.56,0.5303,56.00000000000001,0.2985,20,153,173,Weekday,Normal
6529,2011-10-04,Winter,2011,October,14,No,Tuesday,Clear,0.58,0.5455,53.0,0.2537,27,156,183,Weekday,Normal
6530,2011-10-04,Winter,2011,October,15,No,Tuesday,Clear,0.58,0.5455,56.00000000000001,0.2836,28,166,194,Weekday,Normal
6531,2011-10-04,Winter,2011,October,16,No,Tuesday,Clear,0.58,0.5455,56.00000000000001,0.3284,36,273,309,Weekday,Normal
6532,2011-10-04,Winter,2011,October,17,No,Tuesday,Clear,0.56,0.5303,60.0,0.3881,55,530,585,Weekday,Normal
6533,2011-10-04,Winter,2011,October,18,No,Tuesday,Clear,0.54,0.5152,64.0,0.2836,68,456,524,Weekday,High
6534,2011-10-04,Winter,2011,October,19,No,Tuesday,Clear,0.52,0.5,68.0,0.2239,35,310,345,Weekday,High
6535,2011-10-04,Winter,2011,October,20,No,Tuesday,Clear,0.52,0.5,68.0,0.2239,25,236,261,Weekday,High
6536,2011-10-04,Winter,2011,October,21,No,Tuesday,Clear,0.5,0.4848,72.0,0.1343,22,144,166,Weekday,High
6537,2011-10-04,Winter,2011,October,22,No,Tuesday,Clear,0.5,0.4848,72.0,0.1343,8,106,114,Weekday,High
6538,2011-10-04,Winter,2011,October,23,No,Tuesday,Clear,0.48,0.4697,77.0,0.1343,6,60,66,Weekday,High
6539,2011-10-05,Winter,2011,October,0,No,Wednesday,Clear,0.48,0.4697,77.0,0.1343,7,36,43,Weekday,High
6540,2011-10-05,Winter,2011,October,1,No,Wednesday,Clear,0.48,0.4697,77.0,0.1642,4,7,11,Weekday,High
6541,2011-10-05,Winter,2011,October,2,No,Wednesday,Clear,0.46,0.4545,82.0,0.1642,1,2,3,Weekday,High
6542,2011-10-05,Winter,2011,October,3,No,Wednesday,Clear,0.46,0.4545,82.0,0.1045,1,5,6,Weekday,High
6543,2011-10-05,Winter,2011,October,4,No,Wednesday,Clear,0.44,0.4394,88.0,0.0,1,4,5,Weekday,High
6544,2011-10-05,Winter,2011,October,5,No,Wednesday,Clear,0.44,0.4394,82.0,0.1343,3,29,32,Weekday,High
6545,2011-10-05,Winter,2011,October,6,No,Wednesday,Clear,0.44,0.4394,82.0,0.1045,5,112,117,Weekday,High
6546,2011-10-05,Winter,2011,October,7,No,Wednesday,Clear,0.46,0.4545,77.0,0.1045,9,292,301,Weekday,High
6547,2011-10-05,Winter,2011,October,8,No,Wednesday,Clear,0.52,0.5,63.0,0.0,26,441,467,Weekday,High
6548,2011-10-05,Winter,2011,October,9,No,Wednesday,Clear,0.54,0.5152,60.0,0.2985,32,187,219,Weekday,Normal
6549,2011-10-05,Winter,2011,October,10,No,Wednesday,Clear,0.56,0.5303,56.00000000000001,0.3881,30,103,133,Weekday,Normal
6550,2011-10-05,Winter,2011,October,11,No,Wednesday,Clear,0.6,0.6212,46.0,0.2836,32,138,170,Weekday,Normal
6551,2011-10-05,Winter,2011,October,12,No,Wednesday,Clear,0.62,0.6212,43.0,0.3284,34,180,214,Weekday,Normal
6552,2011-10-05,Winter,2011,October,13,No,Wednesday,Clear,0.64,0.6212,41.0,0.2239,30,189,219,Weekday,Normal
6553,2011-10-05,Winter,2011,October,14,No,Wednesday,Clear,0.64,0.6212,41.0,0.2836,34,156,190,Weekday,Normal
6554,2011-10-05,Winter,2011,October,15,No,Wednesday,Clear,0.64,0.6212,47.0,0.2836,35,147,182,Weekday,Normal
6555,2011-10-05,Winter,2011,October,16,No,Wednesday,Clear,0.64,0.6212,47.0,0.3284,37,245,282,Weekday,Normal
6556,2011-10-05,Winter,2011,October,17,No,Wednesday,Clear,0.64,0.6212,47.0,0.2537,66,525,591,Weekday,Normal
6557,2011-10-05,Winter,2011,October,18,No,Wednesday,Clear,0.6,0.6212,53.0,0.1642,57,536,593,Weekday,Normal
6558,2011-10-05,Winter,2011,October,19,No,Wednesday,Clear,0.58,0.5455,56.00000000000001,0.1343,40,334,374,Weekday,Normal
6559,2011-10-05,Winter,2011,October,20,No,Wednesday,Clear,0.52,0.5,77.0,0.1642,18,228,246,Weekday,High
6560,2011-10-05,Winter,2011,October,21,No,Wednesday,Clear,0.5,0.4848,82.0,0.1045,28,173,201,Weekday,High
6561,2011-10-05,Winter,2011,October,22,No,Wednesday,Clear,0.52,0.5,72.0,0.0,20,134,154,Weekday,High
6562,2011-10-05,Winter,2011,October,23,No,Wednesday,Clear,0.5,0.4848,77.0,0.1045,9,64,73,Weekday,High
6563,2011-10-06,Winter,2011,October,0,No,Thursday,Clear,0.5,0.4848,72.0,0.194,6,34,40,Weekday,High
6564,2011-10-06,Winter,2011,October,1,No,Thursday,Clear,0.48,0.4697,63.0,0.194,5,17,22,Weekday,High
6565,2011-10-06,Winter,2011,October,2,No,Thursday,Clear,0.46,0.4545,67.0,0.194,2,8,10,Weekday,High
6566,2011-10-06,Winter,2011,October,3,No,Thursday,Clear,0.44,0.4394,67.0,0.2239,1,4,5,Weekday,High
6567,2011-10-06,Winter,2011,October,4,No,Thursday,Clear,0.44,0.4394,62.0,0.2836,0,5,5,Weekday,High
6568,2011-10-06,Winter,2011,October,5,No,Thursday,Clear,0.42,0.4242,62.0,0.194,0,24,24,Weekday,High
6569,2011-10-06,Winter,2011,October,6,No,Thursday,Clear,0.4,0.4091,66.0,0.194,4,110,114,Weekday,High
6570,2011-10-06,Winter,2011,October,7,No,Thursday,Clear,0.42,0.4242,62.0,0.194,15,287,302,Weekday,High
6571,2011-10-06,Winter,2011,October,8,No,Thursday,Clear,0.44,0.4394,62.0,0.1642,20,437,457,Weekday,High
6572,2011-10-06,Winter,2011,October,9,No,Thursday,Clear,0.46,0.4545,63.0,0.194,20,188,208,Weekday,High
6573,2011-10-06,Winter,2011,October,10,No,Thursday,Clear,0.52,0.5,52.0,0.0,24,105,129,Weekday,Normal
6574,2011-10-06,Winter,2011,October,11,No,Thursday,Clear,0.54,0.5152,49.0,0.0,29,115,144,Weekday,Normal
6575,2011-10-06,Winter,2011,October,12,No,Thursday,Clear,0.56,0.5303,49.0,0.0896,46,180,226,Weekday,Normal
6576,2011-10-06,Winter,2011,October,13,No,Thursday,Clear,0.56,0.5303,46.0,0.0896,33,158,191,Weekday,Normal
6577,2011-10-06,Winter,2011,October,14,No,Thursday,Clear,0.58,0.5455,43.0,0.0896,56,139,195,Weekday,Normal
6578,2011-10-06,Winter,2011,October,15,No,Thursday,Clear,0.58,0.5455,46.0,0.1343,62,157,219,Weekday,Normal
6579,2011-10-06,Winter,2011,October,16,No,Thursday,Clear,0.58,0.5455,49.0,0.194,51,272,323,Weekday,Normal
6580,2011-10-06,Winter,2011,October,17,No,Thursday,Clear,0.56,0.5303,52.0,0.1343,63,505,568,Weekday,Normal
6581,2011-10-06,Winter,2011,October,18,No,Thursday,Clear,0.54,0.5152,64.0,0.0896,59,479,538,Weekday,High
6582,2011-10-06,Winter,2011,October,19,No,Thursday,Clear,0.52,0.5,59.0,0.1045,38,305,343,Weekday,Normal
6583,2011-10-06,Winter,2011,October,20,No,Thursday,Clear,0.5,0.4848,77.0,0.1045,29,231,260,Weekday,High
6584,2011-10-06,Winter,2011,October,21,No,Thursday,Clear,0.46,0.4545,88.0,0.0896,34,161,195,Weekday,High
6585,2011-10-06,Winter,2011,October,22,No,Thursday,Clear,0.46,0.4545,82.0,0.0,24,124,148,Weekday,High
6586,2011-10-06,Winter,2011,October,23,No,Thursday,Clear,0.44,0.4394,88.0,0.0896,18,81,99,Weekday,High
6587,2011-10-07,Winter,2011,October,0,No,Friday,Clear,0.44,0.4394,88.0,0.0,19,48,67,Weekday,High
6588,2011-10-07,Winter,2011,October,1,No,Friday,Clear,0.44,0.4394,88.0,0.0,3,25,28,Weekday,High
6589,2011-10-07,Winter,2011,October,2,No,Friday,Clear,0.42,0.4242,88.0,0.0,0,5,5,Weekday,High
6590,2011-10-07,Winter,2011,October,3,No,Friday,Clear,0.4,0.4091,87.0,0.0,1,9,10,Weekday,High
6591,2011-10-07,Winter,2011,October,4,No,Friday,Clear,0.4,0.4091,87.0,0.1045,0,5,5,Weekday,High
6592,2011-10-07,Winter,2011,October,5,No,Friday,Clear,0.42,0.4242,82.0,0.0,3,24,27,Weekday,High
6593,2011-10-07,Winter,2011,October,6,No,Friday,Clear,0.42,0.4242,88.0,0.0,3,84,87,Weekday,High
6594,2011-10-07,Winter,2011,October,7,No,Friday,Clear,0.42,0.4242,94.0,0.0,5,237,242,Weekday,High
6595,2011-10-07,Winter,2011,October,8,No,Friday,Clear,0.46,0.4545,82.0,0.0,31,386,417,Weekday,High
6596,2011-10-07,Winter,2011,October,9,No,Friday,Clear,0.48,0.4697,77.0,0.0,34,207,241,Weekday,High
6597,2011-10-07,Winter,2011,October,10,No,Friday,Clear,0.52,0.5,68.0,0.0896,48,126,174,Weekday,High
6598,2011-10-07,Winter,2011,October,11,No,Friday,Clear,0.56,0.5303,63.0,0.0,80,150,230,Weekday,High
6599,2011-10-07,Winter,2011,October,12,No,Friday,Clear,0.6,0.6212,53.0,0.0,61,174,235,Weekday,Normal
6600,2011-10-07,Winter,2011,October,13,No,Friday,Clear,0.6,0.6212,46.0,0.0,95,210,305,Weekday,Normal
6601,2011-10-07,Winter,2011,October,14,No,Friday,Clear,0.62,0.6212,50.0,0.0,77,179,256,Weekday,Normal
6602,2011-10-07,Winter,2011,October,15,No,Friday,Clear,0.66,0.6212,41.0,0.0,68,202,270,Weekday,Normal
6603,2011-10-07,Winter,2011,October,16,No,Friday,Clear,0.64,0.6212,44.0,0.0,73,346,419,Weekday,Normal
6604,2011-10-07,Winter,2011,October,17,No,Friday,Clear,0.6,0.6212,56.00000000000001,0.2537,101,462,563,Weekday,Normal
6605,2011-10-07,Winter,2011,October,18,No,Friday,Clear,0.56,0.5303,60.0,0.0896,94,371,465,Weekday,Normal
6606,2011-10-07,Winter,2011,October,19,No,Friday,Clear,0.56,0.5303,52.0,0.0,51,243,294,Weekday,Normal
6607,2011-10-07,Winter,2011,October,20,No,Friday,Clear,0.54,0.5152,49.0,0.0,30,167,197,Weekday,Normal
6608,2011-10-07,Winter,2011,October,21,No,Friday,Clear,0.5,0.4848,68.0,0.0,22,144,166,Weekday,High
6609,2011-10-07,Winter,2011,October,22,No,Friday,Clear,0.5,0.4848,68.0,0.0,27,119,146,Weekday,High
6610,2011-10-07,Winter,2011,October,23,No,Friday,Clear,0.5,0.4848,63.0,0.0,23,113,136,Weekday,High
6611,2011-10-08,Winter,2011,October,0,No,Saturday,Clear,0.48,0.4697,72.0,0.0,17,72,89,Weekend,High
6612,2011-10-08,Winter,2011,October,1,No,Saturday,Clear,0.46,0.4545,82.0,0.0,14,51,65,Weekend,High
6613,2011-10-08,Winter,2011,October,2,No,Saturday,Clear,0.46,0.4545,82.0,0.0,4,41,45,Weekend,High
6614,2011-10-08,Winter,2011,October,3,No,Saturday,Clear,0.44,0.4394,88.0,0.0,4,16,20,Weekend,High
6615,2011-10-08,Winter,2011,October,4,No,Saturday,Clear,0.42,0.4242,94.0,0.1343,3,7,10,Weekend,High
6616,2011-10-08,Winter,2011,October,5,No,Saturday,Clear,0.42,0.4242,88.0,0.1045,1,7,8,Weekend,High
6617,2011-10-08,Winter,2011,October,6,No,Saturday,Clear,0.42,0.4242,94.0,0.0,6,16,22,Weekend,High
6618,2011-10-08,Winter,2011,October,7,No,Saturday,Clear,0.42,0.4242,94.0,0.0896,27,46,73,Weekend,High
6619,2011-10-08,Winter,2011,October,8,No,Saturday,Clear,0.46,0.4545,82.0,0.0,14,89,103,Weekend,High
6620,2011-10-08,Winter,2011,October,9,No,Saturday,Clear,0.5,0.4848,77.0,0.0,54,163,217,Weekend,High
6621,2011-10-08,Winter,2011,October,10,No,Saturday,Clear,0.52,0.5,77.0,0.0,120,217,337,Weekend,High
6622,2011-10-08,Winter,2011,October,11,No,Saturday,Clear,0.58,0.5455,56.00000000000001,0.0,176,221,397,Weekend,Normal
6623,2011-10-08,Winter,2011,October,12,No,Saturday,Clear,0.62,0.6212,35.0,0.0,191,255,446,Weekend,Normal
6624,2011-10-08,Winter,2011,October,13,No,Saturday,Clear,0.62,0.6212,46.0,0.1045,256,229,485,Weekend,Normal
6625,2011-10-08,Winter,2011,October,14,No,Saturday,Clear,0.62,0.6212,50.0,0.0896,251,214,465,Weekend,Normal
6626,2011-10-08,Winter,2011,October,15,No,Saturday,Clear,0.66,0.6212,39.0,0.0,262,234,496,Weekend,Normal
6627,2011-10-08,Winter,2011,October,16,No,Saturday,Clear,0.64,0.6212,44.0,0.0896,221,230,451,Weekend,Normal
6628,2011-10-08,Winter,2011,October,17,No,Saturday,Clear,0.62,0.6212,50.0,0.1343,174,219,393,Weekend,Normal
6629,2011-10-08,Winter,2011,October,18,No,Saturday,Clear,0.6,0.6212,46.0,0.1045,135,224,359,Weekend,Normal
6630,2011-10-08,Winter,2011,October,19,No,Saturday,Clear,0.54,0.5152,68.0,0.1343,76,172,248,Weekend,High
6631,2011-10-08,Winter,2011,October,20,No,Saturday,Clear,0.52,0.5,77.0,0.1045,78,124,202,Weekend,High
6632,2011-10-08,Winter,2011,October,21,No,Saturday,Clear,0.52,0.5,77.0,0.0,54,133,187,Weekend,High
6633,2011-10-08,Winter,2011,October,22,No,Saturday,Clear,0.5,0.4848,77.0,0.0,45,104,149,Weekend,High
6634,2011-10-08,Winter,2011,October,23,No,Saturday,Clear,0.48,0.4697,88.0,0.0,52,90,142,Weekend,High
6635,2011-10-09,Winter,2011,October,0,No,Sunday,Clear,0.46,0.4545,88.0,0.0896,46,83,129,Weekend,High
6636,2011-10-09,Winter,2011,October,1,No,Sunday,Clear,0.46,0.4545,88.0,0.0,15,63,78,Weekend,High
6637,2011-10-09,Winter,2011,October,2,No,Sunday,Clear,0.46,0.4545,88.0,0.0,20,35,55,Weekend,High
6638,2011-10-09,Winter,2011,October,3,No,Sunday,Clear,0.44,0.4394,88.0,0.0,10,20,30,Weekend,High
